galaxy,R_kpc,Vobs_kms,Verr_kms,Vmodel_kms,resid_kms,z,y,a_bar_mps2,a_vac_mid_mps2,a_vac_out_mps2
NGC2915,7.7,79.9,6.41,57.54636374908335,22.353636250916658,3.487306747412895,-1.7523575759476646,2.12238256873327e-12,1.5672121690187893e-12,1.024821406749963e-11
NGC2915,8.03,81.5,7.86,58.431999279900396,23.068000720099604,2.9348601425063108,-1.7674547586349283,2.0498707922800196e-12,1.5304476562236575e-12,1.0199243190243474e-11
NGC2915,8.37,82.2,7.82,59.4038583363879,22.796141663612104,2.915107629617916,-1.7787616400952282,1.997191025931134e-12,1.5034599547575678e-12,1.0162576664624976e-11
NGC2915,8.7,82.0,7.09,60.282965405782264,21.717034594217736,3.0630514237260558,-1.7912448726872656,1.940601547476332e-12,1.4741981755495788e-12,1.0122106415506493e-11
NGC2915,9.03,84.7,5.74,61.233624449415416,23.466375550584587,4.088218737035642,-1.7992750456733277,1.9050492179106023e-12,1.4556662422186506e-12,1.0096079559597931e-11
NGC2915,9.37,86.1,5.54,62.057644347542244,24.04235565245775,4.339775388530279,-1.813207704909699,1.8449030172874238e-12,1.4240451300850754e-12,1.0050935652697839e-11
NGC2915,9.7,85.3,5.23,62.921374984780726,22.37862501521927,4.278895796409038,-1.8227729040935805,1.8047138112732171e-12,1.4027214552809619e-12,1.0019953844286271e-11
NGC2915,10.04,86.5,6.45,63.57922555014645,22.920774449853553,3.5536084418377603,-1.841677955963384,1.727839070046872e-12,1.3614800739353659e-12,9.958748785828277e-12
NGC2955,0.75,169.0,4.27,148.4650310057119,20.534968994288107,4.809126228170517,0.858540503824469,8.664065958703317e-10,6.90017616748725e-11,1.7029255670961193e-11
NGC2955,1.55,203.0,4.92,202.50451960260304,0.49548039739696037,0.10070739784491065,0.8105258845291526,7.757238255941267e-10,6.472566650860956e-11,1.6957848884065775e-11
NGC2955,2.3,232.0,5.49,228.0719428015493,3.928057198450688,0.7154931144718921,0.7385820754772989,6.572995296751656e-10,5.878876770992615e-11,1.684650302368913e-11
NGC2955,3.06,256.0,4.38,252.9852117227821,3.014788277217889,0.6883078258488331,0.7025885470099703,6.05020086094272e-10,5.601720310510295e-11,1.6788828193625798e-11
NGC2955,3.85,248.0,3.47,265.2367961844792,-17.236796184479203,-4.967376422040116,0.6401463766254536,5.239955788278244e-10,5.1502233858798525e-11,1.668564583276468e-11
NGC2955,4.61,253.0,5.68,269.9094861237358,-16.909486123735803,-2.977022204883064,0.5726335689603529,4.485540838029696e-10,4.7011742983340976e-11,1.6569608319547494e-11
NGC2955,5.36,269.0,8.42,270.29899636545167,-1.2989963654516714,-0.15427510278523413,0.5034527156475098,3.825022214106895e-10,4.27988296827387e-11,1.6445870148919244e-11
NGC2955,6.12,268.0,4.67,269.57620249056725,-1.5762024905672547,-0.3375165932692194,0.4384473247938974,3.2932793489151443e-10,3.917002512483903e-11,1.6325140956000363e-11
NGC2955,6.91,260.0,5.58,269.3608952651976,-9.360895265197598,-1.677579796630394,0.380071467319737,2.879073242941304e-10,3.6162822175972085e-11,1.6213047918973988e-11
NGC2955,7.66,245.0,8.47,270.37339627004627,-25.37339627004627,-2.9956784262156164,0.334434162628974,2.5918830924499475e-10,3.39663851010884e-11,1.6122999244942236e-11
NGC2955,8.42,247.0,6.0,268.8376846480834,-21.837684648083382,-3.639614108013897,0.28347234379607494,2.3049079711308579e-10,3.166397222474035e-11,1.6019948426715193e-11
NGC2955,8.86,267.0,10.3,266.96364535130016,0.03635464869984162,0.0035295775436739434,0.2520682498844389,2.144122014623437e-10,3.032002318604665e-11,1.5955139415684893e-11
NGC2955,9.21,255.0,7.27,265.09065130936557,-10.090651309365569,-1.3879850494313026,0.22640721126241808,2.021103049317857e-10,2.926235997779312e-11,1.5901445950798618e-11
NGC2955,10.82,253.0,11.2,257.5404825901241,-4.5404825901241,-0.4054002312610804,0.1189002278687882,1.5779072583231405e-10,2.5201190925204823e-11,1.566935179032125e-11
NGC2955,11.56,271.0,11.3,254.65646142100903,16.343538578990973,1.446330847698316,0.074750167719712,1.42538247139173e-10,2.3694014342777476e-11,1.5570728211629918e-11
NGC2955,12.4,276.0,8.71,251.71398182003713,24.286018179962866,2.7882914098694447,0.027834235739045133,1.2794269125230307e-10,2.2186647985698516e-11,1.5463841833909063e-11
NGC2955,14.17,275.0,10.1,250.08814890121656,24.911851098783444,2.466519910770638,-0.046667473295408,1.0777394314317787e-10,1.9979048064847097e-11,1.5289751444476317e-11
NGC2955,16.88,275.0,10.0,246.1451289454379,28.854871054562096,2.8854871054562095,-0.15420933271039516,8.413407287561573e-11,1.7158075390685135e-11,1.5029220532236787e-11
NGC2955,19.49,276.0,11.7,246.50261029234588,29.497389707654122,2.5211444194576176,-0.2292844528342991,7.077775664315064e-11,1.5418242577513034e-11,1.4841051511578315e-11
NGC2955,22.19,267.0,15.7,243.1958393325232,23.804160667476793,1.5161885775462927,-0.31487134095649094,5.811789889434666e-11,1.3639923329530726e-11,1.4620434276285215e-11
NGC2955,24.8,257.0,15.1,239.23300920461563,17.766990795384373,1.1766219069790975,-0.3957490642206975,4.824276396693e-11,1.2140434498461161e-11,1.440618966215043e-11
NGC2955,27.51,254.0,13.6,234.5250467003463,19.47495329965369,1.4319818602686538,-0.4787709263403419,3.984834783713458e-11,1.0765353993907136e-11,1.4180676385114117e-11
NGC2955,30.12,248.0,11.6,230.61737648542137,17.382623514578626,1.4985020271188472,-0.5530109184577701,3.3586931426766534e-11,9.662676594110464e-12,1.3974435429809007e-11
NGC2955,35.43,227.0,11.2,226.70450258412902,0.2954974158709831,0.026383697845623492,-0.6758048343036117,2.5314911400676795e-11,8.07161123866552e-12,1.3624380426256833e-11
NGC2976,0.11,6.8,3.62,11.961441281216285,-5.161441281216285,-1.4258125086232831,-0.7472934687197903,2.147275541600048e-11,7.2639966357411545e-12,1.3415792389591754e-11
NGC2976,0.17,9.5,4.31,15.27696746923425,-5.7769674692342505,-1.3403636819569027,-0.7115741419958969,2.3313479925589702e-11,7.65735868157107e-12,1.3520435311743297e-11
NGC2976,0.24,14.0,3.11,18.96248937429533,-4.96248937429533,-1.5956557473618427,-0.6551239556252652,2.654955770213843e-11,8.32079522631913e-12,1.3684083087352815e-11
NGC2976,0.31,19.8,5.5,22.166352380214963,-2.3663523802149626,-0.4302458873118114,-0.619581259808945,2.881376343538648e-11,8.766298084123783e-12,1.3785995186403419e-11
NGC2976,0.38,26.1,3.9,24.990541386330566,1.1094586136694353,0.2844765676075475,-0.5970111348040459,3.035079778831763e-11,9.060921923125443e-12,1.3850245601081053e-11
NGC2976,0.45,28.7,3.5,27.64763193657802,1.05236806342198,0.3006765895491372,-0.5766598752405468,3.180690200205839e-11,9.334663518693274e-12,1.3907863585408022e-11
NGC2976,0.52,28.7,2.7,30.28293314780477,-1.58293314780477,-0.5862715362239889,-0.5537612142402643,3.3528956070296585e-11,9.652103084440793e-12,1.3972329726097e-11
NGC2976,0.59,31.7,2.5,32.89352834917132,-1.19352834917132,-0.477411339668528,-0.530141272713375,3.5402992520749426e-11,9.990320159827982e-12,1.4038416309028603e-11
NGC2976,0.66,35.5,2.3,35.40997145486959,0.09002854513040859,0.0391428457088733,-0.5090059803483314,3.716851976685984e-11,1.0302518291303936e-11,1.4097192528623074e-11
NGC2976,0.73,39.4,2.1,37.840900490198194,1.5590995098018041,0.7424283380008591,-0.49002397563532296,3.882909517566713e-11,1.0590822965746742e-11,1.4149687893678739e-11
NGC2976,0.8,42.9,2.3,40.18679418462938,2.713205815370621,1.1796547023350528,-0.47310298715708543,4.037181355149581e-11,1.0854297293538623e-11,1.4196247137406298e-11
NGC2976,0.87,46.0,2.6,42.502718724077,3.497281275923001,1.345108183047308,-0.45661846286572494,4.1933661312129435e-11,1.1116978891867136e-11,1.4241388901876834e-11
NGC2976,0.94,49.1,3.1,44.963511093123785,4.136488906876217,1.3343512602826506,-0.4361878840874906,4.395348972486932e-11,1.1450959003727476e-11,1.429703692668161e-11
NGC2976,1.01,49.2,3.2,47.825951693127784,1.3740483068722185,0.42939009589756827,-0.40650568455728164,4.7062561545695046e-11,1.1953268459286748e-11,1.4377285331323919e-11
NGC2976,1.08,51.4,3.2,50.83227815219574,0.5677218478042576,0.1774130774388305,-0.3752798334943367,5.057098498094209e-11,1.2504344949082033e-11,1.446092978213437e-11
NGC2976,1.14,57.2,3.1,53.38896665814522,3.811033341854781,1.2293655941467034,-0.3504693117898838,5.3544138363466703e-11,1.2959383974190901e-11,1.4526812552606763e-11
NGC2976,1.21,63.8,2.9,56.672625650822404,7.127374349177593,2.45771529281986,-0.3171587405978281,5.781260055314193e-11,1.35951895834812e-11,1.461445089931333e-11
NGC2976,1.29,67.8,2.8,60.39255778245672,7.407442217543277,2.6455150776940277,-0.28238409357516303,6.263212581601618e-11,1.4290604858309802e-11,1.4704928450245377e-11
NGC2976,1.35,69.8,3.3,63.16813254258207,6.6318674574179255,2.0096568052781594,-0.25815434705200396,6.622575208254636e-11,1.4795042961448913e-11,1.4767349771850833e-11
NGC2976,1.42,71.7,3.9,66.10997589368198,5.590024106318026,1.4333395144405194,-0.23622119890375187,6.965624310061448e-11,1.526625942472907e-11,1.4823410038577117e-11
NGC2976,1.49,74.1,4.4,68.91227818702703,5.187721812972967,1.1790276847665833,-0.2174256742899655,7.27370313061548e-11,1.5681411032445767e-11,1.487111151662089e-11
NGC2976,1.56,76.7,4.8,71.59056187917382,5.109438120826184,1.0644662751721217,-0.2011708281174243,7.551103411639995e-11,1.604909710175265e-11,1.491211059911001e-11
NGC2976,1.63,79.9,4.4,73.71796280331496,6.1820371966850445,1.4050084537920555,-0.19333954647560475,7.688501431702112e-11,1.6229159152576357e-11,1.4931778502509245e-11
NGC2976,1.74,83.6,3.35,76.12432830763179,7.475671692368209,2.2315437887666296,-0.1939059481548101,7.678480715780508e-11,1.621607177226733e-11,1.4930357863871045e-11
NGC2976,1.93,83.9,3.95,75.56983203981261,8.330167960187396,2.1089032810601003,-0.25755701075588305,6.631690282170634e-11,1.4807690634009705e-11,1.476888215487016e-11
NGC2976,2.1,88.7,4.44,74.60966302829365,14.09033697170635,3.1734993179518804,-0.31791208033690577,5.7712404075120845e-11,1.3580487456004076e-11,1.461247933435429e-11
NGC2976,2.27,85.3,5.36,74.18635589163492,11.11364410836508,2.0734410649934847,-0.3677824703880852,5.1451587088317724e-11,1.2640219714552308e-11,1.4480892787190127e-11
NGC2998,0.33,90.0,20.0,36.58882117020871,53.41117882979129,2.6705589414895643,-0.09018536248028691,9.749803963838301e-11,1.878805804601772e-11,1.5185623878239194e-11
NGC2998,0.99,125.0,15.0,74.46450994262057,50.535490057379434,3.369032670491962,0.07395791494371935,1.42278461699738e-10,2.3667769313882878e-11,1.556894102825516e-11
NGC2998,1.98,148.0,15.0,105.53748677505095,42.46251322494905,2.8308342149966035,0.07612777616543313,1.4299110497359376e-10,2.37397165057526e-11,1.5573834396002754e-11
NGC2998,2.64,180.0,17.0,123.3300581106857,56.6699418893143,3.3335259934890766,0.08806747111912001,1.4697677615514896e-10,2.4139347822616726e-11,1.560067793727705e-11
NGC2998,3.63,201.0,15.0,155.3445197407731,45.65548025922689,3.043698683948459,0.15896390257475726,1.7303945899648322e-10,2.664750328015209e-11,1.5757186335197236e-11
NGC2998,7.59,206.0,10.0,181.77459508026135,24.22540491973865,2.422540491973865,-0.053754280791857526,1.060295614829226e-10,1.9780316053649426e-11,1.5272916079033355e-11
NGC2998,12.5,214.0,5.0,186.73953767655271,27.260462323447285,5.452092464689457,-0.28972641361527574,6.15821479015829e-11,1.4141009784813107e-11,1.468591198652428e-11
NGC2998,17.48,212.0,5.0,187.888766687906,24.111233312093987,4.822246662418797,-0.4728550397121296,4.039486921178994e-11,1.0858204128081757e-11,1.4196927713265444e-11
NGC2998,22.46,213.0,2.0,182.75267387788426,30.247326122115737,15.123663061057869,-0.6599128923671194,2.625840567954496e-11,8.262448099673401e-12,1.3670284293962245e-11
NGC2998,27.44,214.0,2.0,183.61528641787226,30.384713582127745,15.192356791063872,-0.7857345216758059,1.9653808692438564e-11,6.862253781668539e-12,1.3302265240049155e-11
NGC2998,32.32,213.0,2.0,185.3665997352747,27.63340026472531,13.816700132362655,-0.8872944003467121,1.5555602816104496e-11,5.900470251068892e-12,1.2998039616583281e-11
NGC2998,37.3,213.0,3.0,185.83100727176432,27.16899272823568,9.056330909411892,-0.9905125815136993,1.2265031404022005e-11,5.055814365221942e-12,1.2683004178155713e-11
NGC2998,42.28,203.0,3.0,185.43005490548208,17.56994509451792,5.856648364839306,-1.0938951891174886,9.666873977360172e-12,4.326558227893494e-12,1.2362278385056879e-11
NGC3109,0.26,6.1,1.6,8.85509667313912,-2.7550966731391195,-1.7219354207119497,-2.296493715839661,6.06299946912126e-13,6.582818096985807e-13,8.509201873850467e-12
NGC3109,0.52,11.2,0.7,13.32094708947988,-2.1209470894798805,-3.0299244135426866,-2.089165534444898,9.772725754016093e-13,9.186788930732195e-13,9.163060236809553e-12
NGC3109,0.77,14.9,1.5,17.865624030582858,-2.965624030582857,-1.977082687055238,-1.8016083438335668,1.8948415624954e-12,1.4503238027737898e-12,1.0088518080166858e-11
NGC3109,1.03,19.1,2.2,21.64765506926465,-2.54765506926465,-1.1580250314839315,-1.6800979120335806,2.5065901805837234e-12,1.7553062664722174e-12,1.048273592351098e-11
NGC3109,1.29,24.3,0.9,25.190375151290294,-0.8903751512902929,-0.989305723655881,-1.5854657457373746,3.116847116175199e-12,2.034786368121707e-12,1.078986033636094e-11
NGC3109,1.55,29.8,1.9,28.302546413032847,1.4974535869671541,0.788133466824818,-1.5287140790420153,3.5519526443407695e-12,2.2224607170103192e-12,1.0973811347431294e-11
NGC3109,1.81,34.3,1.6,31.110364103529857,3.18963589647014,1.9935224352938374,-1.4908132508709133,3.875859229570359e-12,2.356961550290793e-12,1.1096481121097885e-11
NGC3109,2.06,38.2,3.5,33.45900664426541,4.740993355734595,1.3545695302098844,-1.4731889903690123,4.036381952436893e-12,2.42214204119539e-12,1.1153461567238287e-11
NGC3109,2.32,42.5,5.6,35.36133706836732,7.13866293163268,1.2747612377915503,-1.4821632913633438,3.953829657272924e-12,2.3887382732171548e-12,1.1124452407265975e-11
NGC3109,2.58,42.3,3.0,37.00420733730407,5.295792662695931,1.7652642208986435,-1.4990385846712848,3.803143052341219e-12,2.32712231809255e-12,1.1069873770786786e-11
NGC3109,2.84,47.3,4.4,38.5302294145925,8.7697705854075,1.9931296785017043,-1.5158928446428697,3.658376523278635e-12,2.2671113372557337e-12,1.1015327320933946e-11
NGC3109,3.1,49.3,4.0,40.00317812955588,9.29682187044412,2.32420546761103,-1.5299909767341238,3.5415246529174756e-12,2.2180604973216726e-12,1.0969675705115714e-11
NGC3109,3.35,50.6,3.5,41.49010530996799,9.109894690032014,2.602827054294861,-1.5351492104839926,3.4997098154965475e-12,2.2003703244231797e-12,1.0952967407816416e-11
NGC3109,3.61,53.0,3.5,42.924861895393185,10.075138104606815,2.8786108870305185,-1.5428153868902386,3.4384749056056245e-12,2.1743298868087472e-12,1.092813062482317e-11
NGC3109,3.87,54.7,3.3,43.735960487446015,10.964039512553988,3.322436215925451,-1.5798399525779057,3.1574849811256267e-12,2.052686328080886e-12,1.080810669687216e-11
NGC3109,4.13,55.2,3.1,44.4882111419573,10.711788858042702,3.455415760658936,-1.616433674971046,2.9023352134705963e-12,1.9389142587011027e-12,1.0689388265296468e-11
NGC3109,4.38,57.5,2.6,45.57763879211554,11.922361207884457,4.585523541494021,-1.6289409143466893,2.8199430114475148e-12,1.9014407568503815e-12,1.0648797478122288e-11
NGC3109,4.64,59.1,2.4,46.70566587242592,12.394334127574083,5.164305886489202,-1.6395875012500818,2.7516535000839765e-12,1.870092903674523e-12,1.06142411924405e-11
NGC3109,4.9,61.2,1.9,47.871978938088155,13.328021061911848,7.014747927322025,-1.6459274375567672,2.711775973200142e-12,1.8516628500254284e-12,1.0593661888410133e-11
NGC3109,5.16,62.7,1.9,48.99628688161372,13.703713118386283,7.212480588624359,-1.6523961052646583,2.6716843149128934e-12,1.833039088285723e-12,1.057266389469892e-11
NGC3109,5.42,64.4,2.9,50.24390438342872,14.156095616571285,4.8814122815763055,-1.6510071947820697,2.6802422645328557e-12,1.8370225748438043e-12,1.0577172509148679e-11
NGC3109,5.67,66.6,3.2,51.41710083016944,15.182899169830556,4.744655990572048,-1.6496936556345578,2.6883610243899853e-12,1.8407975690111653e-12,1.0581436427654846e-11
NGC3109,5.93,66.3,3.4,52.19870356978689,14.101296430213104,4.147440126533266,-1.6677990468860735,2.578589436317164e-12,1.7894170115218754e-12,1.0522662040733583e-11
NGC3109,6.19,66.2,3.2,52.78233104992178,13.417668950078223,4.193021546899445,-1.6937174232443692,2.429203078366763e-12,1.7182644434958877e-12,1.0438523377561306e-11
NGC3109,6.45,67.3,3.0,53.35307122386635,13.946928776133646,4.648976258711215,-1.7187646164032564,2.2930663943417154e-12,1.6521010624784665e-12,1.0357221634268442e-11
NGC3198,0.32,24.4,35.9,49.48464316704988,-25.084643167049883,-0.6987365784693561,0.22782117572559,2.02769402659884e-10,2.9319712332324164e-11,1.590442174935758e-11
NGC3198,0.64,43.3,16.3,58.9679110963687,-15.667911096368705,-0.9612215396545217,0.05872166812015676,1.373734844471747e-10,2.3168389842397385e-11,1.5534451697466037e-11
NGC3198,0.96,45.5,16.1,64.45586245291915,-18.95586245291915,-1.1773827610508787,-0.056798761172261875,1.0528887489155916e-10,1.969552048917941e-11,1.5265669057757418e-11
NGC3198,1.28,58.5,15.4,68.58843665802355,-10.088436658023554,-0.6550932894820489,-0.1417451802706807,8.658368506808543e-11,1.746444836407024e-11,1.5059965573028904e-11
NGC3198,1.61,68.8,7.61,71.09395544521563,-2.29395544521563,-0.30143961172347306,-0.22555443352196436,7.138826260137559e-11,1.5500561664260882e-11,1.485051998737882e-11
NGC3198,1.93,76.9,10.3,71.7022409941126,5.197759005887406,0.5046367966880976,-0.31518600689625015,5.807580510662013e-11,1.3633761224870678e-11,1.4619611439177386e-11
NGC3198,2.24,82.0,8.09,75.51488921180952,6.485110788190482,0.8016206165872043,-0.3403973676280013,5.480041891655295e-11,1.3148576897079045e-11,1.455341049502287e-11
NGC3198,2.57,86.9,7.6,77.97116979002982,8.928830209970187,1.174846080259235,-0.38169286652668954,4.982971227853446e-11,1.2389227396060097e-11,1.4443816918643428e-11
NGC3198,2.89,97.6,3.03,79.119100936287,18.480899063712997,6.099306621687458,-0.4320992221742963,4.4369243485453535e-11,1.15189357781555e-11,1.4308133303573511e-11
NGC3198,3.21,100.0,5.31,83.41348152549371,16.586518474506292,3.1236381307921457,-0.43169683654955426,4.441037184410387e-11,1.152564646979881e-11,1.4309224625949086e-11
NGC3198,3.54,107.0,7.51,89.41701641701172,17.582983582988277,2.3412761095856562,-0.4080452778939219,4.68960180394105e-11,1.1926705534270693e-11,1.4373140510404025e-11
NGC3198,3.85,113.0,7.32,95.24613264551586,17.753867354484143,2.425391715093462,-0.3839133535687317,4.957559011692065e-11,1.2349604397890437e-11,1.4437883713756875e-11
NGC3198,4.17,117.0,5.21,100.85975308571389,16.14024691428611,3.0979360680011725,-0.3643082952227147,5.186482905657963e-11,1.2703658323561132e-11,1.449012748199906e-11
NGC3198,4.5,119.0,5.67,105.16106650769517,13.838933492304832,2.4407290109885067,-0.3601647974052574,5.2362026801300225e-11,1.277971564381165e-11,1.4501128111059688e-11
NGC3198,4.82,127.0,5.39,109.36722478079795,17.632775219202045,3.2713868681265392,-0.35469313964734794,5.30259070741974e-11,1.2880817670435468e-11,1.4515632855488774e-11
NGC3198,5.15,132.0,4.34,112.9553907501631,19.044609249836896,4.3881588133264735,-0.3556246031095232,5.291230036749807e-11,1.286355296911459e-11,1.4513165425255892e-11
NGC3198,5.46,134.0,2.36,116.31124004424227,17.68875995575773,7.49523726938887,-0.3555676793878011,5.2919236127881045e-11,1.2864607418788014e-11,1.4513316236084312e-11
NGC3198,5.78,137.0,0.89,119.37689714236612,17.62310285763388,19.801239165880766,-0.358332852750853,5.258336724721164e-11,1.2813480695178952e-11,1.45059871840921e-11
NGC3198,6.1,140.0,2.84,122.20268241871193,17.79731758128807,6.266661120171856,-0.36232254373696804,5.210251680121514e-11,1.2740054430913006e-11,1.4495401273028529e-11
NGC3198,6.43,142.0,0.88,124.69223679363297,17.307763206367028,19.667912734507986,-0.3692816233994005,5.1274286137370434e-11,1.2612938477130804e-11,1.4476904782090897e-11
NGC3198,6.74,144.0,1.23,125.8139782015208,18.186021798479203,14.785383575999353,-0.3857894083513378,4.936189657005448e-11,1.2316221723179863e-11,1.4432867662763043e-11
NGC3198,7.06,146.0,1.57,125.71843562415712,20.281564375842876,12.918193869963615,-0.4131149446427311,4.6351767708815157e-11,1.1839634716947635e-11,1.4359478520224959e-11
NGC3198,8.04,147.0,3.0,124.81349290934536,22.186507090654644,7.3955023635515476,-0.49729281620636084,3.8184616204184636e-11,1.0479523937726159e-11,1.4129618624946215e-11
NGC3198,9.04,148.0,3.0,124.32200041658218,23.677999583417815,7.892666527805939,-0.5726728031394924,3.210025208145413e-11,9.389209589128773e-12,1.3919116181271457e-11
NGC3198,10.04,152.0,2.0,125.3554997747861,26.644500225213903,13.322250112606952,-0.627486461529595,2.8294028361118426e-11,8.665285428476188e-12,1.3763405378162646e-11
NGC3198,11.04,155.0,2.0,127.20168219695172,27.798317803048278,13.899158901524139,-0.6691965575990751,2.5703051621067553e-11,8.15044922943086e-12,1.3643489441279211e-11
NGC3198,12.05,156.0,2.0,128.85550324151623,27.14449675848377,13.572248379241884,-0.7091711084408399,2.34428353659386e-11,7.684540153198997e-12,1.3527445259700337e-11
NGC3198,14.05,157.0,2.0,129.62522996035244,27.374770039647558,13.687385019823779,-0.8042499265073824,1.88335122787292e-11,6.676414408804516e-12,1.3247256908127642e-11
NGC3198,16.07,153.0,2.0,127.96638684706939,25.033613152930613,12.516806576465306,-0.9182460883366501,1.448555560972449e-11,5.6339611182810185e-12,1.2904157659365269e-11
NGC3198,18.13,153.0,2.0,127.81068382957692,25.189316170423083,12.594658085211542,-1.011589472447562,1.1684006061299553e-11,4.898189089044458e-12,1.2618014368221462e-11
NGC3198,20.05,154.0,2.0,129.0973061095815,24.902693890418504,12.451346945209252,-1.0759553889220348,1.007455465142816e-11,4.445425616154831e-12,1.2418273362371416e-11
NGC3198,22.12,153.0,2.0,130.10763393151205,22.892366068487945,11.446183034243973,-1.1449701762153746,8.594311089119231e-12,4.004588876390313e-12,1.2202139893633758e-11
NGC3198,24.03,150.0,2.0,130.921538201076,19.078461798923996,9.539230899461998,-1.2064156887553066,7.46045915985457e-12,3.647638112952658e-12,1.2008179325402471e-11
NGC3198,26.1,149.0,2.0,132.5818987216367,16.41810127836331,8.209050639181655,-1.2586302093677806,6.615322737402857e-12,3.3684907140683113e-12,1.184235064544619e-11
NGC3198,28.16,148.0,2.0,134.49105492704265,13.508945072957346,6.754472536478673,-1.303222247372705,5.969789237162543e-12,3.1464350193715275e-12,1.1700078924306677e-11
NGC3198,30.08,146.0,2.0,135.51460680738674,10.485393192613259,5.242696596306629,-1.3526866666505446,5.327145752580456e-12,2.9165678343540232e-12,1.1541641162534223e-11
NGC3198,32.14,147.0,2.0,136.4141257594965,10.5858742405035,5.29293712025175,-1.4062756582042146,4.708749508107604e-12,2.685760692630686e-12,1.1369353539738266e-11
NGC3198,34.06,148.0,2.0,137.8242000768403,10.175799923159701,5.087899961579851,-1.4454410604899466,4.302691271858128e-12,2.5282911076137074e-12,1.1243079808265068e-11
NGC3198,36.12,148.0,2.0,139.86963333993035,8.130366660069654,4.065183330034827,-1.4768315192001313,4.002669453104115e-12,2.408530138822312e-12,1.1141688578479827e-11
NGC3198,38.19,149.0,2.0,141.87272180372992,7.127278196270083,3.5636390981350416,-1.5067646691824357,3.7360835248395835e-12,2.2994255802034183e-12,1.1044873617678695e-11
NGC3198,40.1,150.0,2.0,143.71264973653103,6.287350263468966,3.143675131734483,-1.5325421140850843,3.5207819735128494e-12,2.2092943216678215e-12,1.0961412524824294e-11
NGC3198,42.17,150.0,3.0,146.1476041267182,3.8523958732818073,1.2841319577606025,-1.5515707565615506,3.369849376611605e-12,2.1449526132197166e-12,1.0899758323301256e-11
NGC3198,44.08,149.0,3.0,146.9187670951468,2.081232904853209,0.6937443016177364,-1.5907880615918477,3.078882991310876e-12,2.017990483938703e-12,1.077259640306295e-11
NGC3521,0.51,143.0,33.1,143.93740770481895,-0.937407704818952,-0.028320474465829363,1.0055546584396402,1.2154466598520137e-09,8.383724197050503e-11,1.7233585868167105e-11
NGC3521,0.69,160.0,15.0,157.3505651527619,2.6494348472380977,0.1766289898158732,0.9493454645659788,1.0678904694789287e-09,7.78370982101052e-11,1.7157993616790494e-11
NGC3521,0.86,178.0,7.92,168.8825992181874,9.117400781812592,1.1511869674005797,0.9135669738241002,9.834407954085753e-10,7.423401415816088e-11,1.7108249570167906e-11
NGC3521,1.03,188.0,8.01,179.21525573596543,8.784744264034572,1.0967221303413948,0.8855350057728074,9.219688579865614e-10,7.152293921081626e-11,1.7068385921212108e-11
NGC3521,1.2,187.0,8.03,181.720292166345,5.27970783365501,0.657497862223538,0.8285166872948411,8.085333409853037e-10,6.629737586149651e-11,1.6984876133955767e-11
NGC3521,1.38,195.0,5.6,184.5240346169545,10.47596538304549,1.8707081041152664,0.7785594159543745,7.206769999748474e-10,6.202036158280055e-11,1.6909021178396127e-11
NGC3521,1.55,199.0,7.52,187.6785066705469,11.32149332945309,1.5055177299804643,0.7407858635807401,6.606434136850033e-10,5.896264591489066e-11,1.684999156860356e-11
NGC3521,1.71,203.0,6.87,192.85346083107743,10.146539168922573,1.4769343768446248,0.7206150689343723,6.306614935521538e-10,5.738931590289242e-11,1.681787778521038e-11
NGC3521,1.89,206.0,9.22,196.63412034081907,9.365879659180933,1.0158220888482574,0.6923778915988165,5.909614309969802e-10,5.525394814999069e-11,1.6772227218191366e-11
NGC3521,2.06,211.0,12.0,202.31782290909706,8.68217709090294,0.723514757575245,0.6789233853756487,5.729340472089039e-10,5.426335005167464e-11,1.6750190207174558e-11
NGC3521,2.23,219.0,13.3,206.23122059792198,12.768779402078025,0.9600586016600018,0.6599767776645563,5.484764989455965e-10,5.289707380814332e-11,1.6718845083239428e-11
NGC3521,2.41,216.0,9.9,207.94431616983672,8.055683830163275,0.8137054373902298,0.6316805393697859,5.138800827891293e-10,5.091750566967369e-11,1.667135046938246e-11
NGC3521,2.58,214.0,10.5,206.77301801243252,7.226981987567484,0.6882839988159508,0.5947647276558901,4.720043202053775e-10,4.844093503886752e-11,1.660815929808468e-11
NGC3521,2.75,213.0,8.39,206.84520621407913,6.154793785920873,0.7335868636377679,0.565354137637433,4.4109829967640853e-10,4.655050096563124e-11,1.6556818604993513e-11
NGC3521,2.92,210.0,13.3,207.0359988820076,2.96400111799241,0.22285722691672255,0.5381881692510748,4.14351976963981e-10,4.486699835223258e-11,1.6508610463682272e-11
NGC3521,3.09,214.0,6.67,208.52938904625452,5.470610953745478,0.8201815522856789,0.5184176420724182,3.9591220311315323e-10,4.367845652541435e-11,1.647305158359279e-11
NGC3521,3.26,213.0,9.98,209.80088098609454,3.1991190139054595,0.32055300740535664,0.4989895336574457,3.785914307761794e-10,4.253977287113151e-11,1.6437719144293423e-11
NGC3521,3.43,212.0,11.2,211.8232528153555,0.1767471846445119,0.015780998628974276,0.48411103227635144,3.6584091815189727e-10,4.168692993354256e-11,1.6410399764046084e-11
NGC3521,3.61,215.0,9.11,212.7452543741661,2.254745625833891,0.24750226408714504,0.4641102980623551,3.4937477384826776e-10,4.056612150212969e-11,1.6373318560651167e-11
